Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit,Order ID No.
CA-2014-131009,3/1/2014,3/5/2014,Standard Class,SC-20380,FUR-CH-10001270,362.25,6,0.3,0,131009
CA-2014-131009,3/1/2014,3/5/2014,Standard Class,SC-20380,OFF-ST-10001469,129.55,3,0.2,-22.67,131009
CA-2015-145814,11/19/2015,11/24/2015,Standard Class,KD-16345,TEC-PH-10002200,861.76,4,0,249.91,145814
CA-2014-138359,4/1/2014,4/6/2014,Standard Class,KH-16330,OFF-ST-10000636,66.96,4,0,2.68,138359
CA-2017-131807,10/5/2017,10/10/2017,Standard Class,GG-14650,FUR-FU-10004666,72.9,5,0,26.97,131807
CA-2017-131807,10/5/2017,10/10/2017,Standard Class,GG-14650,FUR-TA-10004086,206.35,3,0.2,5.16,131807
CA-2017-104864,11/18/2017,11/23/2017,Second Class,JS-15685,OFF-ST-10002301,81.36,5,0.2,-19.32,104864
CA-2017-104864,11/18/2017,11/23/2017,Second Class,JS-15685,OFF-AP-10002684,389.06,4,0.2,48.63,104864
US-2015-126753,8/16/2015,8/20/2015,Standard Class,SP-20860,TEC-PH-10003580,519.79,4,0.4,-112.62,126753
US-2015-126753,8/16/2015,8/20/2015,Standard Class,SP-20860,TEC-AC-10004227,31.18,3,0.2,-5.46,126753
US-2015-126753,8/16/2015,8/20/2015,Standard Class,SP-20860,OFF-BI-10003727,3.76,3,0.7,-2.76,126753
CA-2014-166051,5/31/2014,6/5/2014,Standard Class,JK-15625,TEC-PH-10002680,659.97,3,0,197.99,166051
US-2016-117793,8/23/2016,8/29/2016,Standard Class,MA-17560,OFF-LA-10002945,25.2,4,0,11.59,117793
US-2016-117793,8/23/2016,8/29/2016,Standard Class,MA-17560,TEC-AC-10003433,1.98,2,0,0.89,117793
CA-2016-133872,6/14/2016,6/17/2016,First Class,VM-21835,OFF-BI-10002082,39.94,4,0.7,-26.62,133872
US-2015-165743,11/20/2015,11/23/2015,Second Class,MM-18055,OFF-BI-10001758,9.61,6,0.7,-7.37,165743
US-2017-105998,11/3/2017,11/5/2017,First Class,CR-12580,TEC-AC-10004469,199.75,5,0,87.89,105998
US-2017-105998,11/3/2017,11/5/2017,First Class,CR-12580,FUR-TA-10001095,1673.18,12,0.2,20.91,105998
US-2014-148194,5/4/2014,5/7/2014,First Class,BS-11365,FUR-FU-10001852,12.18,7,0,3.9,148194
US-2014-148194,5/4/2014,5/7/2014,First Class,BS-11365,OFF-AP-10000696,57.68,4,0,19.03,148194
CA-2015-110870,12/12/2015,12/15/2015,First Class,KD-16270,TEC-AC-10002926,299.94,6,0,128.97,110870
CA-2014-143210,12/1/2014,12/3/2014,First Class,AA-10645,TEC-PH-10004434,271.9,2,0,78.85,143210
CA-2016-139808,10/7/2016,10/11/2016,Standard Class,MC-18100,OFF-FA-10001883,93.36,12,0,0.93,139808
CA-2015-110863,11/17/2015,11/24/2015,Standard Class,AA-10645,OFF-ST-10002756,541.24,4,0,5.41,110863
CA-2015-110863,11/17/2015,11/24/2015,Standard Class,AA-10645,FUR-CH-10002073,1323.9,5,0,383.93,110863
CA-2014-127859,3/17/2014,3/20/2014,Second Class,QJ-19255,OFF-PA-10003641,126.62,6,0.2,41.15,127859
US-2015-136427,6/20/2015,6/23/2015,First Class,JM-16195,TEC-PH-10002070,125.94,7,0.2,15.74,136427
CA-2017-120168,5/25/2017,5/25/2017,Same Day,TB-21625,OFF-BI-10004519,663.92,5,0.2,207.48,120168
CA-2017-120168,5/25/2017,5/25/2017,Same Day,TB-21625,TEC-AC-10002167,120,8,0,13.2,120168
CA-2017-120168,5/25/2017,5/25/2017,Same Day,TB-21625,OFF-FA-10000936,3.29,1,0,1.48,120168
CA-2014-129189,7/21/2014,7/25/2014,Standard Class,HM-14860,OFF-BI-10000494,1.04,1,0.8,-1.83,129189
CA-2015-132465,9/11/2015,9/15/2015,Second Class,DM-13525,FUR-FU-10000277,210.68,2,0,50.56,132465
CA-2015-132465,9/11/2015,9/15/2015,Second Class,DM-13525,OFF-ST-10003641,78.8,1,0,1.58,132465
CA-2016-166373,10/21/2016,10/25/2016,Standard Class,JF-15565,TEC-AC-10002323,106.08,6,0.2,-9.28,166373
CA-2016-158806,1/7/2016,1/11/2016,Standard Class,NM-18520,FUR-FU-10004270,23.08,3,0.6,-10.96,158806
CA-2015-119690,6/25/2015,6/28/2015,First Class,MV-17485,OFF-BI-10000201,0.98,2,0.8,-1.48,119690
CA-2015-119690,6/25/2015,6/28/2015,First Class,MV-17485,FUR-FU-10004587,75.38,9,0.6,-20.73,119690
CA-2017-169012,7/10/2017,7/14/2017,Standard Class,BF-11275,OFF-AP-10003278,41.91,3,0,10.9,169012
CA-2017-121489,8/21/2017,8/25/2017,Second Class,CM-11815,TEC-AC-10000682,33.18,2,0,11.61,121489
CA-2017-165008,9/15/2017,9/17/2017,Second Class,DO-13645,OFF-BI-10002794,295.06,9,0.2,106.96,165008
CA-2016-145611,9/20/2016,9/24/2016,Standard Class,HA-14905,OFF-AP-10001005,393.25,5,0,129.77,145611
CA-2017-152205,9/28/2017,10/5/2017,Standard Class,SF-20965,OFF-BI-10004094,2.66,1,0.7,-1.86,152205
CA-2015-121188,8/28/2015,9/4/2015,Standard Class,CB-12025,OFF-ST-10001490,892.35,5,0,267.7,121188
CA-2015-121188,8/28/2015,9/4/2015,Standard Class,CB-12025,OFF-ST-10000736,728.82,9,0,29.15,121188
CA-2015-121188,8/28/2015,9/4/2015,Standard Class,CB-12025,OFF-BI-10001617,41.36,5,0.2,13.96,121188
CA-2016-132997,11/7/2016,11/9/2016,First Class,LW-17215,OFF-ST-10003479,116.82,3,0,5.84,132997
CA-2017-151750,1/1/2017,1/5/2017,Standard Class,JM-15250,OFF-ST-10002743,454.56,5,0.2,-107.96,151750
CA-2017-151750,1/1/2017,1/5/2017,Standard Class,JM-15250,FUR-FU-10002116,141.42,5,0.6,-187.38,151750
CA-2017-151750,1/1/2017,1/5/2017,Standard Class,JM-15250,FUR-CH-10003199,310.74,4,0.3,-26.64,151750
CA-2017-151750,1/1/2017,1/5/2017,Standard Class,JM-15250,OFF-AR-10003158,12.74,4,0.2,2.23,151750
CA-2017-151750,1/1/2017,1/5/2017,Standard Class,JM-15250,OFF-BI-10000301,6.47,5,0.8,-9.7,151750
CA-2017-151750,1/1/2017,1/5/2017,Standard Class,JM-15250,OFF-BI-10000343,13.75,14,0.8,-22.68,151750
CA-2017-151750,1/1/2017,1/5/2017,Standard Class,JM-15250,OFF-AP-10004708,15.22,2,0.8,-38.82,151750
CA-2015-106187,6/23/2015,6/29/2015,Standard Class,RF-19345,OFF-BI-10004519,165.98,1,0,74.69,106187
CA-2015-106187,6/23/2015,6/29/2015,Standard Class,RF-19345,TEC-AC-10001590,75,3,0,18,106187
US-2016-164945,11/22/2016,11/27/2016,Standard Class,CA-12055,OFF-BI-10001524,134.27,8,0.2,47,164945
CA-2015-150714,10/26/2015,11/1/2015,Standard Class,KH-16690,OFF-LA-10001474,146.54,6,0.2,47.63,150714
