Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit,Order ID No.
CA-2016-169922,6/11/2016,6/17/2016,Standard Class,MZ-17515,OFF-BI-10003784,1.34,4,0.8,-2.15,169922
CA-2016-169922,6/11/2016,6/17/2016,Standard Class,MZ-17515,OFF-BI-10001617,8.27,4,0.8,-13.65,169922
CA-2016-169922,6/11/2016,6/17/2016,Standard Class,MZ-17515,FUR-FU-10004415,12.54,7,0.6,-9.09,169922
CA-2017-100748,5/13/2017,5/20/2017,Standard Class,RB-19795,OFF-LA-10000240,58.48,8,0,27.49,100748
CA-2017-129805,12/28/2017,1/2/2018,Standard Class,HM-14860,FUR-FU-10001935,7.4,2,0,3.03,129805
CA-2014-148586,3/25/2014,4/1/2014,Standard Class,AZ-10750,FUR-CH-10002439,366.79,7,0.1,65.21,148586
US-2017-112613,5/28/2017,6/1/2017,Standard Class,JH-15910,TEC-PH-10001536,54.37,4,0.2,4.08,112613
CA-2015-154746,11/14/2015,11/17/2015,First Class,PJ-18835,OFF-EN-10001532,33.96,2,0,16.98,154746
CA-2015-154746,11/14/2015,11/17/2015,First Class,PJ-18835,OFF-AP-10003057,826.11,3,0,322.18,154746
CA-2017-140053,7/3/2017,7/10/2017,Standard Class,CA-12265,FUR-FU-10003708,545.85,9,0,114.63,140053
CA-2014-164210,11/18/2014,11/20/2014,Second Class,PW-19240,FUR-TA-10000849,145.98,2,0.5,-99.27,164210
CA-2014-164210,11/18/2014,11/20/2014,Second Class,PW-19240,OFF-PA-10002259,35.81,4,0.2,12.53,164210
CA-2017-139948,7/17/2017,7/22/2017,Standard Class,SW-20455,FUR-FU-10002597,7.9,2,0.2,2.17,139948
CA-2016-146934,5/22/2016,5/27/2016,Standard Class,AF-10870,TEC-PH-10004614,345,5,0,86.25,146934
CA-2016-146934,5/22/2016,5/27/2016,Standard Class,AF-10870,FUR-TA-10003748,174.29,2,0.3,-19.92,146934
CA-2016-146934,5/22/2016,5/27/2016,Standard Class,AF-10870,OFF-AP-10003217,662.84,4,0,172.34,146934
CA-2016-146934,5/22/2016,5/27/2016,Standard Class,AF-10870,TEC-AC-10002399,95.1,5,0,30.43,146934
CA-2016-146934,5/22/2016,5/27/2016,Standard Class,AF-10870,OFF-EN-10002973,26.88,6,0,12.9,146934
CA-2016-146934,5/22/2016,5/27/2016,Standard Class,AF-10870,TEC-PH-10001336,257.98,2,0,74.81,146934
CA-2016-119165,10/31/2016,11/6/2016,Standard Class,BD-11320,FUR-CH-10000988,492.84,5,0.3,-14.08,119165
CA-2015-128027,9/14/2015,9/17/2015,Second Class,CM-12385,OFF-ST-10001809,269.49,3,0,5.39,128027
CA-2016-140207,11/5/2016,11/10/2016,Standard Class,CS-12400,OFF-BI-10003963,29.12,5,0.2,9.83,140207
CA-2017-140949,3/17/2017,3/22/2017,Second Class,DB-13405,OFF-LA-10000081,18.75,5,0,9,140949
CA-2017-140949,3/17/2017,3/22/2017,Second Class,DB-13405,TEC-PH-10000149,119.7,6,0,31.12,140949
CA-2017-140949,3/17/2017,3/22/2017,Second Class,DB-13405,TEC-AC-10002399,57.06,3,0,18.26,140949
CA-2017-140949,3/17/2017,3/22/2017,Second Class,DB-13405,OFF-ST-10000344,107.44,8,0,27.93,140949
CA-2017-140949,3/17/2017,3/22/2017,Second Class,DB-13405,OFF-LA-10004093,7.31,1,0,3.44,140949
CA-2017-140949,3/17/2017,3/22/2017,Second Class,DB-13405,OFF-AR-10001683,59.1,6,0,22.46,140949
CA-2017-140949,3/17/2017,3/22/2017,Second Class,DB-13405,OFF-ST-10003455,46.53,3,0,12.1,140949
CA-2017-138548,8/15/2017,8/21/2017,Standard Class,JG-15160,OFF-AP-10002578,97.84,2,0,25.44,138548
CA-2015-142419,7/11/2015,7/13/2015,Second Class,SC-20380,OFF-PA-10001763,29.97,3,0,13.49,142419
CA-2015-142419,7/11/2015,7/13/2015,Second Class,SC-20380,OFF-BI-10001597,98.35,3,0.2,34.42,142419
CA-2017-148691,12/3/2017,12/9/2017,Standard Class,CS-12460,TEC-PH-10000576,136.99,1,0,36.99,148691
CA-2017-128755,5/4/2017,5/8/2017,Standard Class,MK-18160,OFF-PA-10000726,9.11,1,0,4.1,128755
CA-2017-128755,5/4/2017,5/8/2017,Standard Class,MK-18160,OFF-ST-10003306,571.44,4,0,165.72,128755
CA-2017-128755,5/4/2017,5/8/2017,Standard Class,MK-18160,OFF-ST-10001291,16.91,1,0,4.57,128755
US-2016-135923,1/22/2016,1/28/2016,Standard Class,CM-11935,FUR-FU-10002107,14.27,8,0.2,4.28,135923
US-2016-135923,1/22/2016,1/28/2016,Standard Class,CM-11935,FUR-BO-10002213,451.14,4,0.2,-67.67,135923
US-2016-135923,1/22/2016,1/28/2016,Standard Class,CM-11935,OFF-AP-10000692,64.86,4,0.2,6.49,135923
CA-2016-114972,11/3/2016,11/6/2016,First Class,PF-19225,FUR-CH-10001190,217.58,2,0.2,-29.92,114972
CA-2016-114972,11/3/2016,11/6/2016,First Class,PF-19225,TEC-AC-10000682,82.95,5,0,29.03,114972
CA-2016-114972,11/3/2016,11/6/2016,First Class,PF-19225,OFF-LA-10004545,87.71,7,0,41.22,114972
CA-2016-114972,11/3/2016,11/6/2016,First Class,PF-19225,OFF-AP-10003057,1101.48,4,0,429.58,114972
CA-2017-102750,9/4/2017,9/8/2017,Second Class,GM-14695,FUR-TA-10000198,1322.35,3,0.2,-99.18,102750
CA-2017-141992,6/19/2017,6/25/2017,Standard Class,FO-14305,OFF-SU-10002557,11.18,1,0.2,0.84,141992
CA-2017-141992,6/19/2017,6/25/2017,Standard Class,FO-14305,OFF-ST-10003656,153.58,2,0.2,-32.64,141992
CA-2017-147956,12/24/2017,12/31/2017,Standard Class,AH-10210,OFF-ST-10001097,1003.62,6,0,0,147956
CA-2017-126067,8/28/2017,9/3/2017,Standard Class,KN-16705,FUR-TA-10000617,1137.75,5,0,250.3,126067
CA-2017-126067,8/28/2017,9/3/2017,Standard Class,KN-16705,OFF-BI-10001658,99.68,5,0.2,32.4,126067
CA-2015-104514,1/2/2015,1/4/2015,Second Class,CB-12535,OFF-ST-10001837,85.52,2,0,22.24,104514
CA-2015-141040,10/9/2015,10/13/2015,Second Class,TB-21250,TEC-PH-10001835,631.96,4,0,303.34,141040
CA-2014-113579,12/13/2014,12/15/2014,Second Class,KD-16345,OFF-PA-10001457,90.24,6,0,41.51,113579
CA-2014-144624,11/19/2014,11/23/2014,Standard Class,JM-15865,TEC-PH-10002885,4548.81,7,0,1228.18,144624
CA-2016-146206,9/10/2016,9/14/2016,Second Class,KT-16480,FUR-TA-10004086,300.93,5,0.3,-34.39,146206
CA-2016-146206,9/10/2016,9/14/2016,Second Class,KT-16480,TEC-PH-10000895,719.96,5,0.2,54,146206
CA-2015-122371,9/26/2015,10/1/2015,Standard Class,BS-11800,OFF-ST-10002370,64.17,3,0,18.61,122371
CA-2015-122371,9/26/2015,10/1/2015,Standard Class,BS-11800,OFF-EN-10000056,124.46,2,0,58.5,122371
CA-2016-126935,5/19/2016,5/24/2016,Standard Class,BT-11395,OFF-BI-10004817,9.58,1,0.2,3.35,126935
US-2017-133781,6/22/2017,6/23/2017,First Class,DC-12850,OFF-EN-10004483,37.61,3,0.2,12.69,133781
CA-2017-131618,6/17/2017,6/20/2017,First Class,LS-17200,OFF-PA-10001892,12.22,2,0.2,4.43,131618
CA-2017-131618,6/17/2017,6/20/2017,First Class,LS-17200,OFF-BI-10000546,2.3,4,0.8,-3.57,131618
CA-2017-131618,6/17/2017,6/20/2017,First Class,LS-17200,OFF-BI-10001294,9.36,4,0.8,-16.38,131618
CA-2014-143917,7/25/2014,7/27/2014,Second Class,KL-16645,OFF-ST-10001228,53.72,4,0,15.04,143917
CA-2014-143917,7/25/2014,7/27/2014,Second Class,KL-16645,OFF-SU-10000151,8187.65,5,0,327.51,143917
CA-2014-143917,7/25/2014,7/27/2014,Second Class,KL-16645,FUR-FU-10004351,77.92,8,0,34.28,143917
CA-2015-120397,7/2/2015,7/2/2015,Same Day,RB-19435,OFF-AP-10001293,32.78,4,0.8,-85.24,120397
CA-2017-163902,3/2/2017,3/8/2017,Standard Class,MY-17380,TEC-PH-10000675,196.78,3,0.2,14.76,163902
CA-2017-163902,3/2/2017,3/8/2017,Standard Class,MY-17380,TEC-AC-10000580,479.94,6,0,52.79,163902
CA-2016-136812,11/18/2016,11/23/2016,Standard Class,AW-10930,OFF-ST-10003470,1117.92,4,0,55.9,136812
CA-2015-102722,4/18/2015,4/19/2015,First Class,KW-16570,TEC-AC-10003116,106.5,6,0,41.54,102722
CA-2017-155089,12/2/2017,12/6/2017,Standard Class,DB-12910,OFF-BI-10002429,45.66,5,0.7,-33.48,155089
CA-2014-106572,9/5/2014,9/10/2014,Standard Class,NP-18700,OFF-ST-10000585,264.32,2,0.2,19.82,106572
CA-2014-128888,11/15/2014,11/22/2014,Standard Class,PB-19105,OFF-EN-10003001,604.66,9,0.2,204.07,128888
CA-2017-123134,5/2/2017,5/7/2017,Standard Class,DW-13585,FUR-FU-10003975,129.93,3,0,12.99,123134
CA-2016-124352,10/15/2016,10/21/2016,Standard Class,CD-12790,OFF-LA-10003223,29.46,6,0,14.44,124352
CA-2016-124352,10/15/2016,10/21/2016,Standard Class,CD-12790,OFF-AP-10002651,868.59,3,0,251.89,124352
CA-2016-124352,10/15/2016,10/21/2016,Standard Class,CD-12790,TEC-PH-10003442,5.5,1,0,1.38,124352
CA-2016-124352,10/15/2016,10/21/2016,Standard Class,CD-12790,OFF-BI-10000977,121.6,4,0,55.94,124352
CA-2015-124541,4/6/2015,4/10/2015,Standard Class,TT-21220,OFF-AR-10004078,42.05,9,0.2,5.26,124541
CA-2015-124541,4/6/2015,4/10/2015,Standard Class,TT-21220,TEC-AC-10002550,25.49,2,0.2,4.46,124541
CA-2015-124541,4/6/2015,4/10/2015,Standard Class,TT-21220,OFF-BI-10004965,6.9,3,0.8,-12.08,124541
CA-2015-124541,4/6/2015,4/10/2015,Standard Class,TT-21220,OFF-BI-10004209,9.65,6,0.8,-16.88,124541
CA-2014-111500,8/17/2014,8/21/2014,Standard Class,DJ-13510,OFF-BI-10000829,17.96,4,0,8.26,111500
CA-2014-111500,8/17/2014,8/21/2014,Standard Class,DJ-13510,OFF-FA-10002676,12.67,7,0,4.56,111500
US-2017-117723,8/15/2017,8/18/2017,Second Class,DL-13495,OFF-ST-10004459,1801.63,6,0.2,-337.81,117723
CA-2015-143238,9/6/2015,9/8/2015,First Class,LO-17170,TEC-AC-10003499,46.32,4,0,18.06,143238
CA-2015-168746,1/27/2015,1/29/2015,Second Class,SV-20365,FUR-CH-10000513,181.99,2,0.3,-54.6,168746
CA-2015-168746,1/27/2015,1/29/2015,Second Class,SV-20365,TEC-PH-10000895,431.98,4,0.4,-100.79,168746
CA-2015-168746,1/27/2015,1/29/2015,Second Class,SV-20365,TEC-PH-10002555,155.37,1,0.4,-36.25,168746
CA-2015-113404,7/16/2015,7/16/2015,Same Day,EM-13810,FUR-CH-10003312,1348.7,6,0.2,-219.16,113404
CA-2015-113404,7/16/2015,7/16/2015,Same Day,EM-13810,FUR-CH-10004086,700.15,3,0.2,78.77,113404
CA-2016-144792,4/30/2016,5/4/2016,Standard Class,KD-16615,FUR-FU-10002759,111.89,7,0.2,22.38,144792
CA-2014-164385,9/26/2014,10/1/2014,Second Class,NB-18580,OFF-AP-10002191,143.95,3,0.2,14.4,164385
US-2016-114174,9/8/2016,9/14/2016,Standard Class,AP-10720,FUR-BO-10003450,173.94,3,0,13.92,114174
CA-2017-108070,4/16/2017,4/20/2017,Standard Class,JE-15745,OFF-ST-10004804,205.92,4,0,2.06,108070
CA-2017-108070,4/16/2017,4/20/2017,Standard Class,JE-15745,FUR-BO-10001337,102.83,1,0.15,-6.05,108070
US-2015-128090,8/16/2015,8/22/2015,Standard Class,JM-15865,TEC-PH-10002624,1879.96,5,0.2,211.5,128090
US-2015-128090,8/16/2015,8/22/2015,Standard Class,JM-15865,OFF-PA-10001878,313.02,8,0.2,105.65,128090
CA-2017-101042,11/19/2017,11/23/2017,Standard Class,AB-10105,FUR-FU-10004665,821.88,6,0,213.69,101042
CA-2017-101042,11/19/2017,11/23/2017,Standard Class,AB-10105,OFF-BI-10000088,21.96,2,0,10.76,101042
CA-2016-118626,8/15/2016,8/20/2016,Standard Class,JC-15775,TEC-PH-10000369,705.54,7,0.2,70.55,118626
US-2016-126844,10/8/2016,10/14/2016,Standard Class,BW-11110,FUR-FU-10004909,51.71,8,0.6,-32.32,126844
US-2015-112508,3/24/2015,3/30/2015,Standard Class,BP-11185,OFF-AP-10002287,6.99,2,0.2,0.52,112508
CA-2015-147788,5/31/2015,6/4/2015,Standard Class,TM-21010,FUR-BO-10004357,1406.86,7,0,140.69,147788
CA-2015-147788,5/31/2015,6/4/2015,Standard Class,TM-21010,OFF-LA-10003766,15.75,5,0,7.56,147788
CA-2015-147788,5/31/2015,6/4/2015,Standard Class,TM-21010,OFF-ST-10000046,323.1,2,0,61.39,147788
CA-2015-144288,12/25/2015,12/31/2015,Standard Class,MB-17305,OFF-LA-10003190,9.22,4,0.2,3.34,144288
CA-2015-110632,3/17/2015,3/22/2015,Second Class,HR-14830,TEC-AC-10000387,15.02,1,0,2.7,110632
CA-2015-110632,3/17/2015,3/22/2015,Second Class,HR-14830,OFF-ST-10001291,33.82,2,0,9.13,110632
CA-2017-109589,12/21/2017,12/24/2017,First Class,BD-11635,TEC-AC-10003116,71,4,0,27.69,109589
CA-2017-123967,11/1/2017,11/3/2017,Second Class,SF-20200,FUR-TA-10003954,2665.62,9,0,239.91,123967
CA-2017-148929,9/7/2017,9/11/2017,Standard Class,SP-20620,OFF-ST-10003282,478.08,8,0,133.86,148929
CA-2017-134404,12/27/2017,12/27/2017,Same Day,DR-12880,TEC-PH-10000576,164.39,2,0.4,-35.62,134404
CA-2017-134404,12/27/2017,12/27/2017,Same Day,DR-12880,OFF-AR-10004441,13.25,4,0.2,3.64,134404
CA-2017-109778,7/16/2017,7/21/2017,Standard Class,VM-21685,OFF-AR-10003759,2.91,2,0.2,0.91,109778
CA-2016-155845,8/12/2016,8/15/2016,Second Class,CM-12235,TEC-AC-10004145,1399.94,7,0.2,52.5,155845
CA-2014-129091,11/22/2014,11/27/2014,Standard Class,RA-19885,OFF-EN-10004955,16.23,3,0,7.95,129091
CA-2014-129091,11/22/2014,11/27/2014,Standard Class,RA-19885,OFF-BI-10001071,319.9,5,0,156.75,129091
CA-2014-129091,11/22/2014,11/27/2014,Standard Class,RA-19885,OFF-AP-10002734,675.12,3,0,290.3,129091
US-2014-155502,1/26/2014,1/31/2014,Standard Class,SD-20485,FUR-FU-10004587,62.82,3,0,30.78,155502
US-2014-155502,1/26/2014,1/31/2014,Standard Class,SD-20485,OFF-ST-10004337,489.92,8,0,0,155502
US-2014-155502,1/26/2014,1/31/2014,Standard Class,SD-20485,TEC-PH-10004833,155.35,13,0,0,155502
US-2014-155502,1/26/2014,1/31/2014,Standard Class,SD-20485,FUR-FU-10001847,12.42,3,0,4.47,155502
US-2014-155502,1/26/2014,1/31/2014,Standard Class,SD-20485,TEC-PH-10002103,187.98,2,0,52.63,155502
CA-2015-121041,11/3/2015,11/10/2015,Standard Class,CS-12250,OFF-EN-10001137,6.61,2,0.2,2.15,121041
CA-2017-131695,6/30/2017,7/6/2017,Standard Class,RA-19285,OFF-ST-10001476,248.57,7,0,67.11,131695
CA-2016-137729,5/5/2016,5/9/2016,Standard Class,BF-11005,TEC-PH-10001433,246.17,3,0.2,21.54,137729
US-2016-115455,9/8/2016,9/14/2016,Standard Class,SE-20110,FUR-FU-10004671,14.14,2,0.6,-7.77,115455
US-2016-115455,9/8/2016,9/14/2016,Standard Class,SE-20110,FUR-TA-10003569,601.47,3,0.5,-300.74,115455
CA-2017-128300,11/24/2017,11/26/2017,Second Class,RS-19765,TEC-PH-10002807,79.1,2,0,39.55,128300
CA-2017-128300,11/24/2017,11/26/2017,Second Class,RS-19765,OFF-BI-10001597,327.84,8,0,157.36,128300
CA-2017-149048,5/13/2017,5/17/2017,Standard Class,BM-11650,OFF-EN-10003296,180.96,2,0,81.43,149048
CA-2017-149048,5/13/2017,5/17/2017,Standard Class,BM-11650,OFF-BI-10004632,914.97,3,0,411.74,149048
CA-2017-149048,5/13/2017,5/17/2017,Standard Class,BM-11650,TEC-PH-10002310,587.97,3,0,158.75,149048
CA-2017-149048,5/13/2017,5/17/2017,Standard Class,BM-11650,OFF-ST-10000078,530.34,2,0,95.46,149048
CA-2017-108553,4/23/2017,4/29/2017,Standard Class,SK-19990,OFF-AP-10000026,121.94,2,0,35.36,108553
CA-2017-108553,4/23/2017,4/29/2017,Standard Class,SK-19990,OFF-SU-10002573,122.71,7,0,36.81,108553
CA-2016-165848,6/4/2016,6/4/2016,Same Day,EN-13780,TEC-MA-10003356,1349.85,3,0,364.46,165848
CA-2016-165848,6/4/2016,6/4/2016,Same Day,EN-13780,FUR-BO-10000362,136.78,1,0.2,5.13,165848
CA-2016-165848,6/4/2016,6/4/2016,Same Day,EN-13780,FUR-FU-10003878,61.12,4,0,20.78,165848
CA-2014-112718,12/16/2014,12/21/2014,Standard Class,KN-16450,OFF-BI-10000591,1.17,1,0.7,-0.86,112718
CA-2016-154053,3/4/2016,3/10/2016,Standard Class,MG-17890,OFF-AR-10003727,16.99,1,0,4.93,154053
CA-2014-127446,11/25/2014,11/30/2014,Standard Class,MC-17590,OFF-LA-10001317,2.52,1,0.2,0.88,127446
CA-2014-127446,11/25/2014,11/30/2014,Standard Class,MC-17590,FUR-TA-10000577,1218.74,5,0.3,-121.87,127446
CA-2014-127446,11/25/2014,11/30/2014,Standard Class,MC-17590,OFF-LA-10000248,5.9,2,0.2,1.99,127446
CA-2014-147298,4/26/2014,5/3/2014,Standard Class,AG-10300,FUR-CH-10004886,230.28,3,0.2,23.03,147298
CA-2014-147298,4/26/2014,5/3/2014,Standard Class,AG-10300,OFF-BI-10001525,18.29,6,0.2,5.72,147298
CA-2017-147942,4/1/2017,4/5/2017,Standard Class,MS-17365,OFF-BI-10001294,121.68,13,0.2,38.02,147942
CA-2017-115931,12/22/2017,12/26/2017,Standard Class,JM-15655,OFF-AR-10000369,4.17,3,0,1.08,115931
CA-2017-115931,12/22/2017,12/26/2017,Standard Class,JM-15655,TEC-PH-10001300,67.04,4,0.2,6.7,115931
CA-2017-115931,12/22/2017,12/26/2017,Standard Class,JM-15655,OFF-ST-10000876,37.32,3,0,10.45,115931
CA-2017-127180,10/22/2017,10/24/2017,First Class,TA-21385,TEC-CO-10004722,11199.97,4,0.2,3919.99,127180
CA-2017-127180,10/22/2017,10/24/2017,First Class,TA-21385,TEC-PH-10001494,2399.6,8,0,647.89,127180
CA-2017-127180,10/22/2017,10/24/2017,First Class,TA-21385,TEC-PH-10003800,52.99,1,0,0.53,127180
US-2017-165344,11/13/2017,11/15/2017,First Class,SB-20290,TEC-AC-10002399,60.86,4,0.2,9.13,165344
US-2017-165344,11/13/2017,11/15/2017,First Class,SB-20290,TEC-MA-10002210,653,7,0.7,-935.96,165344
US-2017-165344,11/13/2017,11/15/2017,First Class,SB-20290,OFF-BI-10003196,11.22,10,0.7,-7.48,165344
US-2017-110604,5/15/2017,5/20/2017,Standard Class,JF-15295,FUR-CH-10002017,42.62,2,0.2,4.26,110604
US-2017-110604,5/15/2017,5/20/2017,Standard Class,JF-15295,FUR-CH-10004287,220.96,1,0.2,24.86,110604
CA-2015-116750,7/5/2015,7/10/2015,Second Class,BF-10975,OFF-BI-10004728,7.23,5,0.7,-5.78,116750
